TESTY;WYSOKOSC;SZEROKOSC;PROPORCJA;MATERIALY;DOMKI;KOPALNIE;SREDNIA SIEC;NAJGORSZA SIEC;NAJLEPSZA SIEC;SREDNIA ALGORYTM;NAJGORSZA ALGORYTM;NAJLEPSZA ALGORYTM
10;10;6;0.7;2;42.5;17.5;0.001972389221191406;0.003615140914916992;0.0011260509490966797;0.633263373374939;0.9833214282989502;0.23582220077514648
10;10;6;0.7;5;40.4;19.6;0.00257720947265625;0.0061528682708740234;0.0013039112091064453;0.3675812005996704;0.5032229423522949;0.22699499130249023
10;10;6;0.7;8;44.3;15.7;0.0014593362808227538;0.001882791519165039;0.001032114028930664;0.1562270402908325;0.2491452693939209;0.11235880851745605
10;10;6;0.9;2;54.1;5.9;0.0006531238555908203;0.0011692047119140625;0.0004143714904785156;0.059403204917907716;0.18113017082214355;0.021323442459106445
10;10;6;0.9;5;54.0;6.0;0.0007216930389404297;0.0012314319610595703;0.0003407001495361328;0.059617805480957034;0.10859394073486328;0.010627031326293945
10;10;6;0.9;8;53.5;6.5;0.0008151531219482422;0.0014472007751464844;0.00040221214294433594;0.04273521900177002;0.09108757972717285;0.010541915893554688
10;10;8;0.5;2;38.8;41.2;0.005126786231994629;0.007225990295410156;0.003333568572998047;2.636100006103516;3.1481571197509766;1.8712449073791504
10;10;8;0.5;5;44.0;36.0;0.0042657613754272464;0.006802558898925781;0.0027883052825927734;1.5709409236907959;1.7747159004211426;1.3504550457000732
10;10;8;0.5;8;41.9;38.1;0.004140710830688477;0.006473541259765625;0.002675294876098633;1.3194143533706666;1.6728384494781494;0.992732048034668
10;10;8;0.7;2;53.7;26.3;0.003539276123046875;0.00567317008972168;0.0022733211517333984;2.225348377227783;2.7417783737182617;1.8244850635528564
10;10;8;0.7;5;53.2;26.8;0.0038274288177490234;0.006071567535400391;0.002283811569213867;1.5938730001449586;1.9750709533691406;1.0733940601348877
10;10;8;0.7;8;54.7;25.3;0.003969383239746094;0.008482933044433594;0.0023660659790039062;0.9730524063110352;1.4072296619415283;0.6752598285675049
10;10;8;0.9;2;72.7;7.3;0.0012060642242431641;0.0015020370483398438;0.0008089542388916016;0.1811993360519409;0.444502592086792;0.055681467056274414
10;10;8;0.9;5;72.1;7.9;0.0012620210647583008;0.001859426498413086;0.0007703304290771484;0.15103073120117189;0.2403242588043213;0.06887102127075195
10;10;8;0.9;8;73.3;6.7;0.0010251760482788085;0.0013141632080078125;0.0006725788116455078;0.10400433540344238;0.18791937828063965;0.05143451690673828
10;10;10;0.5;2;51.2;48.8;0.005536317825317383;0.007846593856811523;0.004763126373291016;6.1510761976242065;7.0824875831604;5.540531396865845
10;10;10;0.5;5;47.9;52.1;0.005338120460510254;0.007136344909667969;0.00441288948059082;3.884967255592346;4.606368064880371;3.2912158966064453
10;10;10;0.5;8;47.0;53.0;0.006280684471130371;0.01522207260131836;0.004784107208251953;2.888788366317749;3.4015064239501953;2.2329094409942627
10;10;10;0.7;2;71.1;28.9;0.003977274894714356;0.004850864410400391;0.0027251243591308594;4.263564562797546;5.530200004577637;2.1592977046966553
10;10;10;0.7;5;68.5;31.5;0.004767823219299317;0.009897947311401367;0.0036835670471191406;3.220156455039978;4.334089994430542;1.8504512310028076
10;10;10;0.7;8;70.2;29.8;0.004835867881774902;0.007411003112792969;0.003166675567626953;2.7473588943481446;3.261047601699829;2.0085370540618896
10;10;10;0.9;2;88.5;11.5;0.0020900964736938477;0.0026488304138183594;0.0008590221405029297;0.7511111736297608;1.2796354293823242;0.1006622314453125
10;10;10;0.9;5;90.9;9.1;0.0018367290496826172;0.002277374267578125;0.001176595687866211;0.36725411415100095;0.5284733772277832;0.10613322257995605
10;10;10;0.9;8;89.4;10.6;0.0024572134017944334;0.006264925003051758;0.0016243457794189453;0.44041032791137696;0.742548942565918;0.19022297859191895
10;10;12;0.5;2;59.2;60.8;0.007550573348999024;0.009465456008911133;0.006680965423583984;14.288902115821838;15.577634334564209;12.137183427810669
10;10;12;0.5;5;61.1;58.9;0.0076866626739501955;0.010485649108886719;0.005987405776977539;10.758645033836364;12.396084308624268;9.125745058059692
10;10;12;0.5;8;59.4;60.6;0.008420085906982422;0.015342473983764648;0.005936384201049805;8.218466544151307;9.443305253982544;7.097576141357422
10;10;12;0.7;2;83.7;36.3;0.0067139148712158205;0.008880138397216797;0.005354642868041992;10.072245240211487;12.942231893539429;6.252224683761597
10;10;12;0.7;5;81.6;38.4;0.006544351577758789;0.008870363235473633;0.00521540641784668;8.9912180185318;11.381371259689331;4.618209600448608
10;10;12;0.7;8;85.4;34.6;0.006829547882080078;0.011340618133544922;0.004372119903564453;6.359911036491394;8.209534645080566;3.248420476913452
10;10;12;0.9;2;108.2;11.8;0.002605152130126953;0.003480672836303711;0.0014333724975585938;1.094804835319519;1.7713160514831543;0.1860647201538086
10;10;12;0.9;5;108.8;11.2;0.0026824951171875;0.004418373107910156;0.0015861988067626953;0.9691484928131103;2.061915636062622;0.2766997814178467
10;10;12;0.9;8;108.7;11.3;0.0025738239288330077;0.003127574920654297;0.001973390579223633;0.6886552333831787;1.0546350479125977;0.19014668464660645
10;10;15;0.5;2;72.4;77.6;0.013445639610290527;0.02213120460510254;0.010762214660644531;43.6476592540741;53.282700538635254;39.82239770889282
10;10;15;0.5;5;75.9;74.1;0.012339949607849121;0.013558626174926758;0.00893259048461914;36.46231606006622;45.2877562046051;32.26520276069641
10;10;15;0.5;8;75.2;74.8;0.012949824333190918;0.02153182029724121;0.009434700012207031;27.232765316963196;30.23664116859436;24.071141958236694
10;10;15;0.7;2;102.7;47.3;0.010889244079589844;0.01982855796813965;0.008437633514404297;32.32393486499787;41.74444246292114;25.343762159347534
10;10;15;0.7;5;105.2;44.8;0.009525632858276368;0.011754751205444336;0.007311582565307617;23.695471835136413;28.577348470687866;17.80246329307556
10;10;15;0.7;8;106.0;44.0;0.01051950454711914;0.01966381072998047;0.007618904113769531;20.31452043056488;27.27266788482666;14.182355642318726
10;10;15;0.9;2;134.6;15.4;0.004035186767578125;0.004794597625732422;0.0025396347045898438;3.232591724395752;4.503327369689941;1.5534203052520752
10;10;15;0.9;5;134.2;15.8;0.004183268547058106;0.00603938102722168;0.003087282180786133;2.868806076049805;7.195985555648804;0.9844589233398438
10;10;15;0.9;8;135.4;14.6;0.004004931449890137;0.0051538944244384766;0.0026874542236328125;2.6301183700561523;5.262032508850098;0.8569984436035156
1;10;20;0.7;5;143.0;57.0;0.02548527717590332;0.02548527717590332;0.02548527717590332;89.8119568824768;89.8119568824768;89.8119568824768
1;10;30;0.7;5;206.0;94.0;0.035659074783325195;0.035659074783325195;0.035659074783325195;746.6857395172119;746.6857395172119;746.6857395172119
1;15;20;0.7;5;215.0;85.0;0.031347036361694336;0.031347036361694336;0.031347036361694336;704.3090867996216;704.3090867996216;704.3090867996216
1;15;30;0.7;5;310.0;140.0;0.09559750556945801;0.09559750556945801;0.09559750556945801;6846.351510047913;6846.351510047913;6846.351510047913
1;20;20;0.7;5;282.0;118.0;0.05989527702331543;0.05989527702331543;0.05989527702331543;2866.317179441452;2866.317179441452;2866.317179441452
1;20;30;0.7;5;430.0;170.0;0.1522233486175537;0.1522233486175537;0.1522233486175537;23517.308141231537;23517.308141231537;23517.308141231537
1;25;20;0.7;5;350.0;150.0;0.09695219993591309;0.09695219993591309;0.09695219993591309;9951.917590141296;9951.917590141296;9951.917590141296
