TESTY;WYSOKOSC;SZEROKOSC;PROPORCJA;MATERIALY;DOMKI;KOPALNIE;SREDNIA SIEC;NAJGORSZA SIEC;NAJLEPSZA SIEC;SREDNIA ALGORYTM;NAJGORSZA ALGORYTM;NAJLEPSZA ALGORYTM
10;8;10;0.9;8;71.5;8.5;0.0020972490310668945;0.0033719539642333984;0.0008494853973388672;0.23216254711151124;0.4747154712677002;0.04157829284667969
10;8;12;0.5;2;48.3;47.7;0.007417702674865722;0.014795541763305664;0.003865957260131836;7.8177894115447994;9.314692497253418;7.046458959579468
10;8;12;0.5;5;47.5;48.5;0.005477261543273926;0.01006317138671875;0.004507303237915039;3.845646047592163;5.022034406661987;3.1168699264526367
10;8;12;0.5;8;48.1;47.9;0.007214212417602539;0.011287450790405273;0.004039764404296875;3.144475293159485;5.030456781387329;2.454580068588257
10;8;12;0.7;2;65.9;30.1;0.005483484268188477;0.009240150451660156;0.0038442611694335938;5.276227593421936;7.412970304489136;3.216750144958496
10;8;12;0.7;5;67.2;28.8;0.005385065078735351;0.009488344192504883;0.0032825469970703125;4.146772933006287;5.727795600891113;1.7163090705871582
10;8;12;0.7;8;65.4;30.6;0.004165530204772949;0.005353212356567383;0.003231048583984375;2.4824358224868774;3.0852394104003906;1.9118592739105225
10;8;12;0.9;2;86.7;9.3;0.0019606351852416992;0.004816532135009766;0.0009579658508300781;0.4826890707015991;1.404160499572754;0.12828874588012695
10;8;12;0.9;5;86.8;9.2;0.0018072843551635743;0.0025930404663085938;0.001188516616821289;0.36372425556182864;0.8196995258331299;0.11207056045532227
10;8;12;0.9;8;87.0;9.0;0.0020942211151123045;0.005973100662231445;0.0008158683776855469;0.29717211723327636;0.5885400772094727;0.06990504264831543
10;8;15;0.5;2;59.4;60.6;0.010336947441101075;0.018344640731811523;0.006443977355957031;18.660444021224976;20.8144268989563;15.65383791923523
10;8;15;0.5;5;63.2;56.8;0.007870149612426759;0.010962963104248047;0.005874156951904297;13.936116814613342;16.959495306015015;11.407737255096436
10;8;15;0.5;8;62.8;57.2;0.010111856460571288;0.014937639236450195;0.007333040237426758;10.708710408210754;11.946546792984009;9.353147745132446
10;8;15;0.7;2;83.5;36.5;0.00798022747039795;0.012575626373291016;0.00487971305847168;12.8371413230896;17.363059043884277;8.220532655715942
10;8;15;0.7;5;85.1;34.9;0.006052875518798828;0.007710456848144531;0.0050051212310791016;8.377788782119751;10.229774475097656;5.3016650676727295
10;8;15;0.7;8;85.6;34.4;0.006993508338928223;0.013625144958496094;0.005249738693237305;7.506513571739196;9.14580512046814;4.9373462200164795
10;8;15;0.9;2;109.5;10.5;0.003205728530883789;0.004914283752441406;0.001554727554321289;1.2095445156097413;2.2715349197387695;0.16207432746887207
10;8;15;0.9;5;108.7;11.3;0.002939915657043457;0.004716396331787109;0.0019195079803466797;1.2659080982208253;2.6980645656585693;0.34990382194519043
10;8;15;0.9;8;108.9;11.1;0.003741335868835449;0.0073261260986328125;0.0020270347595214844;1.1640506505966186;3.1428351402282715;0.4263193607330322
10;10;4;0.5;2;20.4;19.6;0.0008229970932006836;0.0011184215545654297;0.0006964206695556641;0.08081018924713135;0.09906196594238281;0.06870079040527344
10;10;4;0.5;5;18.7;21.3;0.0008781671524047852;0.0017201900482177734;0.0006461143493652344;0.0483212947845459;0.06413674354553223;0.03727078437805176
10;10;4;0.5;8;20.9;19.1;0.0008364677429199219;0.001302957534790039;0.0006616115570068359;0.03929293155670166;0.057521820068359375;0.016291379928588867
10;10;4;0.7;2;29.0;11.0;0.0006564378738403321;0.0007672309875488281;0.0005478858947753906;0.061213207244873044;0.08352041244506836;0.040266990661621094
10;10;4;0.7;5;27.8;12.2;0.000649118423461914;0.0008847713470458984;0.0005040168762207031;0.03517577648162842;0.06065988540649414;0.007254838943481445
10;10;4;0.7;8;28.9;11.1;0.0007382392883300781;0.0013570785522460938;0.0005338191986083984;0.033367586135864255;0.049836158752441406;0.013069391250610352
10;10;4;0.9;2;35.5;4.5;0.0003560781478881836;0.0007176399230957031;0.0001938343048095703;0.017031431198120117;0.04781031608581543;0.0033423900604248047
10;10;4;0.9;5;36.9;3.1;0.00025811195373535154;0.0003712177276611328;0.0001571178436279297;0.005782818794250489;0.015595436096191406;0.0008645057678222656
10;10;4;0.9;8;36.1;3.9;0.0004597902297973633;0.0010402202606201172;0.0001323223114013672;0.011388874053955078;0.037000417709350586;0.0001926422119140625
10;10;6;0.5;2;29.7;30.3;0.00248866081237793;0.003769397735595703;0.0017092227935791016;0.5945682525634766;0.7138528823852539;0.5201468467712402
10;10;6;0.5;5;30.2;29.8;0.003038311004638672;0.004921913146972656;0.0016651153564453125;0.3469993114471436;0.5963263511657715;0.2613260746002197
10;10;6;0.5;8;30.4;29.6;0.0019711017608642577;0.0021398067474365234;0.0018661022186279297;0.25022711753845217;0.3625941276550293;0.12585735321044922
